playerID,HR,AB,From,To,tH,walks,PA,TB,OBP,SLG,OPS,yearID,votedBy,ballots,needed,votes,inducted,category,needed_note,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,deathDate,birthDate,Player
hoopeha01,75,8785,1909,1925,2466,1212,9997,3400,0.3679103731119336,0.3870233352305065,0.7549337083424401,1971,Veterans,NA,NA,NA,Y,Player,NA,1887,8,24,USA,CA,Bell Station,1974,12,18,USA,CA,Santa Cruz,Harry,Hooper,Harry Bartholomew,168,70,L,R,1909-04-16,1925-10-04,hooph101,hoopeha01,1974-12-18,1887-08-24,Harry Hooper
hornsro01,301,8173,1915,1937,2930,1086,9259,4712,0.43374014472405226,0.5765324850116237,1.0102726297356759,1942,BBWAA,233,175,182,Y,Player,NA,1896,4,27,USA,TX,Winters,1963,1,5,USA,IL,Chicago,Rogers,Hornsby,Rogers,175,71,R,R,1915-09-10,1937-07-20,hornr101,hornsro01,1963-01-05,1896-04-27,Rogers Hornsby
irvinmo01,99,2499,1949,1956,731,374,2884,1187,0.3831484049930652,0.47498999599839936,0.8581384009914645,1973,Negro League,NA,NA,NA,Y,Player,NA,1919,2,25,USA,AL,Haleburg,2016,1,11,USA,TX,Houston,Monte,Irvin,Monford Merrill,195,73,R,R,1949-07-08,1956-09-30,irvim101,irvinmo01,2016-01-11,1919-02-25,Monte Irvin
jacksre01,563,9864,1967,1987,2584,1471,11403,4834,0.3556081732877313,0.4900648824006488,0.8456730556883801,1993,BBWAA,423,318,396,Y,Player,NA,1946,5,18,USA,PA,Abington,NA,NA,NA,NA,NA,NA,Reggie,Jackson,Reginald Martinez,195,72,L,L,1967-06-09,1987-10-04,jackr001,jacksre01,NA,1946-05-18,Reggie Jackson
jackstr01,135,6086,1922,1936,1768,422,6508,2636,0.3365089121081746,0.43312520538941834,0.7696341174975929,1982,Veterans,NA,NA,NA,Y,Player,NA,1903,11,2,USA,AR,Waldo,1987,7,27,USA,AR,Waldo,Travis,Jackson,Travis Calvin,160,70,R,R,1922-09-27,1936-09-24,jackt101,jackstr01,1987-07-27,1903-11-02,Travis Jackson
jennihu01,18,4895,1891,1918,1526,634,5529,1988,0.3906673901247965,0.40612870275791624,0.7967960928827127,1945,Old Timers,NA,NA,NA,Y,Player,NA,1869,4,2,USA,PA,Pittston,1928,2,1,USA,PA,Scranton,Hughie,Jennings,Hugh Ambrose,165,68,R,R,1891-06-01,1918-09-02,jennh101,jennihu01,1928-02-01,1869-04-02,Hughie Jennings
jeterde01,260,11195,1995,2014,3465,1252,12505,4921,0.3772091163534586,0.4395712371594462,0.8167803535129048,2020,BBWAA,397,298,396,Y,Player,NA,1974,6,26,USA,NJ,Pequannock,NA,NA,NA,NA,NA,NA,Derek,Jeter,Derek Sanderson,195,75,R,R,1995-05-29,2014-09-28,jeted001,jeterde01,NA,1974-06-26,Derek Jeter
jonesch06,468,8984,1993,2012,2726,1530,10611,4755,0.40109320516445196,0.5292742653606411,0.930367470525093,2018,BBWAA,422,317,410,Y,Player,NA,1972,4,24,USA,FL,DeLand,NA,NA,NA,NA,NA,NA,Chipper,Jones,Larry Wayne,210,76,B,R,1993-09-11,2012-10-03,jonec004,jonesch06,NA,1972-04-24,Chipper Jones
kalinal01,399,10116,1953,1974,3007,1332,11552,4852,0.37560595567867033,0.479636219849743,0.8552421755284133,1980,BBWAA,385,289,340,Y,Player,NA,1934,12,19,USA,MD,Baltimore,2020,4,6,USA,MI,Bloomfield Hills,Al,Kaline,Albert William,175,73,R,R,1953-06-25,1974-10-02,kalia101,kalinal01,2020-04-06,1934-12-19,Al Kaline
keelewi01,33,8591,1892,1910,2932,653,9244,3562,0.38781912591951534,0.41461995111162847,0.8024390770311438,1939,BBWAA,274,206,207,Y,Player,NA,1872,3,3,USA,NY,Brooklyn,1923,1,1,USA,NY,Brooklyn,Willie,Keeler,William Henry,140,64,L,L,1892-09-30,1910-09-05,keelw101,keelewi01,1923-01-01,1872-03-03,Willie Keeler
kellejo01,65,7006,1891,1908,2220,993,7999,3161,0.4016752094011751,0.4511846988295746,0.8528599082307498,1971,Veterans,NA,NA,NA,Y,Player,NA,1871,12,9,USA,MA,Cambridge,1943,8,14,USA,MD,Baltimore,Joe,Kelley,Joseph James,190,71,R,R,1891-07-27,1908-10-03,kellj106,kellejo01,1943-08-14,1871-12-09,Joe Kelley
kellge01,78,6702,1943,1957,2054,657,7379,2773,0.3673939558205719,0.41375708743658607,0.781151043257158,1983,Veterans,NA,NA,NA,Y,Player,NA,1922,8,23,USA,AR,Swifton,2009,3,24,USA,AR,Swifton,George,Kell,George Clyde,175,69,R,R,1943-09-28,1957-09-14,kellg102,kellge01,2009-03-24,1922-08-23,George Kell
kellyge01,148,5993,1915,1932,1778,414,6407,2711,0.34212579990635245,0.4523610879359252,0.7944868878422777,1973,Veterans,NA,NA,NA,Y,Player,NA,1895,9,10,USA,CA,San Francisco,1984,10,13,USA,CA,Burlingame,George,Kelly,George Lange,190,76,R,R,1915-08-18,1932-07-26,kellg101,kellyge01,1984-10-13,1895-09-10,George Kelly
kellyki01,69,5896,1878,1893,1813,561,6457,2583,0.3676630013938361,0.4380936227951153,0.8057566241889514,1945,Old Timers,NA,NA,NA,Y,Player,NA,1857,12,31,USA,NY,Troy,1894,11,8,USA,MA,Boston,King,Kelly,Michael Joseph,170,70,R,R,1878-05-01,1893-09-02,kellk101,kellyki01,1894-11-08,1857-12-31,King Kelly
killeha01,573,8147,1954,1975,2086,1607,9831,4143,0.3756484589563625,0.5085307475144225,0.884179206470785,1984,BBWAA,403,303,335,Y,Player,NA,1936,6,29,USA,ID,Payette,2011,5,17,USA,AZ,Scottsdale,Harmon,Killebrew,Harmon Clayton,195,72,R,R,1954-06-23,1975-09-26,killh102,killeha01,2011-05-17,1936-06-29,Harmon Killebrew
kinerra01,369,5205,1946,1955,1451,1035,6247,2852,0.3979510164879142,0.5479346781940442,0.9458856946819584,1975,BBWAA,362,272,273,Y,Player,NA,1922,10,27,USA,NM,Santa Rita,2014,2,6,USA,CA,Rancho Mirage,Ralph,Kiner,Ralph McPherran,195,74,R,R,1946-04-16,1955-09-25,kiner101,kinerra01,2014-02-06,1922-10-27,Ralph Kiner
kleinch01,300,6486,1928,1944,2076,613,7099,3522,0.3787857444710523,0.5430157261794635,0.9218014706505158,1980,Veterans,NA,NA,NA,Y,Player,NA,1904,10,7,USA,IN,Indianapolis,1958,3,28,USA,IN,Indianapolis,Chuck,Klein,Charles Herbert,185,72,L,R,1928-07-30,1944-06-11,kleic101,kleinch01,1958-03-28,1904-10-07,Chuck Klein
lajoina01,82,9590,1896,1916,3243,650,10240,4472,0.38017578125,0.46631908237747655,0.8464948636274765,1937,BBWAA,201,151,168,Y,Player,NA,1874,9,5,USA,RI,Woonsocket,1959,2,7,USA,FL,Daytona Beach,Nap,Lajoie,Napoleon,195,73,R,R,1896-08-12,1916-08-26,lajon101,lajoina01,1959-02-07,1874-09-05,Nap Lajoie
larkiba01,198,7937,1986,2004,2340,994,8998,3527,0.3705267837297177,0.44437444878417537,0.8149012325138931,2012,BBWAA,573,430,495,Y,Player,NA,1964,4,28,USA,OH,Cincinnati,NA,NA,NA,NA,NA,NA,Barry,Larkin,Barry Louis,185,72,R,R,1986-08-13,2004-10-03,larkb001,larkiba01,NA,1964-04-28,Barry Larkin
lazzeto01,178,6297,1926,1939,1840,890,7187,2938,0.3798525114790594,0.4665713831983484,0.8464238946774079,1991,Veterans,NA,NA,NA,Y,Player,NA,1903,12,6,USA,CA,San Francisco,1946,8,6,USA,CA,San Francisco,Tony,Lazzeri,Anthony Michael,170,71,R,R,1926-04-13,1939-06-07,lazzt101,lazzeto01,1946-08-06,1903-12-06,Tony Lazzeri
lindsfr01,103,5611,1924,1936,1747,347,5958,2519,0.351460221550856,0.44893958296203884,0.8003998045128948,1976,Veterans,NA,NA,NA,Y,Player,NA,1905,11,21,USA,IL,Chicago,1981,10,4,USA,IL,Chicago,Freddie,Lindstrom,Frederick Charles,170,71,R,R,1924-04-15,1936-05-15,lindf101,lindsfr01,1981-10-04,1905-11-21,Freddie Lindstrom
lombaer01,190,5855,1931,1947,1792,476,6331,2693,0.35823724530090034,0.45994876174210075,0.8181860070430012,1986,Veterans,NA,NA,NA,Y,Player,NA,1908,4,6,USA,CA,Oakland,1977,9,26,USA,CA,Santa Cruz,Ernie,Lombardi,Ernesto Natali,230,75,R,R,1931-04-15,1947-09-17,lombe101,lombaer01,1977-09-26,1908-04-06,Ernie Lombardi
mantlmi01,536,8102,1951,1968,2415,1746,9895,4511,0.42051541182415364,0.5567761046655146,0.9772915164896683,1974,BBWAA,365,274,322,Y,Player,NA,1931,10,20,USA,OK,Spavinaw,1995,8,13,USA,TX,Dallas,Mickey,Mantle,Mickey Charles,195,71,B,R,1951-04-17,1968-09-28,mantm101,mantlmi01,1995-08-13,1931-10-20,Mickey Mantle
manushe01,110,7654,1923,1939,2524,576,8230,3665,0.37667071688942894,0.4788345962895218,0.8555053131789507,1964,Veterans,NA,NA,NA,Y,Player,NA,1901,7,20,USA,AL,Tuscumbia,1971,5,12,USA,FL,Sarasota,Heinie,Manush,Henry Emmett,200,73,L,L,1923-04-20,1939-05-22,manuh101,manushe01,1971-05-12,1901-07-20,Heinie Manush
maranra01,28,10078,1912,1935,2605,878,10956,3423,0.317907995618839,0.33965072435006943,0.6575587199689084,1954,BBWAA,252,189,209,Y,Player,NA,1891,11,11,USA,MA,Springfield,1954,1,5,USA,NY,New York,Rabbit,Maranville,Walter James Vincent,155,65,R,R,1912-09-10,1935-09-29,marar101,maranra01,1954-01-05,1891-11-11,Rabbit Maranville
martied01,309,7213,1987,2004,2247,1372,8662,3718,0.41780189332717615,0.5154582004713711,0.9332600937985474,2019,BBWAA,425,319,363,Y,Player,NA,1963,1,2,USA,NY,New York,NA,NA,NA,NA,NA,NA,Edgar,Martinez,Edgar,175,72,R,R,1987-09-12,2004-10-03,marte001,martied01,NA,1963-01-02,Edgar Martinez
matheed01,512,8537,1952,1968,2315,1470,10065,4349,0.3760556383507203,0.5094295419936746,0.8854851803443949,1978,BBWAA,379,285,301,Y,Player,NA,1931,10,13,USA,TX,Texarkana,2001,2,18,USA,CA,La Jolla,Eddie,Mathews,Edwin Lee,190,73,L,R,1952-04-15,1968-09-27,mathe101,matheed01,2001-02-18,1931-10-13,Eddie Mathews
mayswi01,660,10881,1951,1973,3283,1508,12480,6066,0.3838942307692308,0.5574855252274608,0.9413797559966915,1979,BBWAA,432,324,409,Y,Player,NA,1931,5,6,USA,AL,Westfield,NA,NA,NA,NA,NA,NA,Willie,Mays,Willie Howard,170,70,R,R,1951-05-25,1973-09-09,maysw101,mayswi01,NA,1931-05-06,Willie Mays
mazerbi01,138,7755,1956,1972,2016,467,8292,2848,0.2994452484322238,0.36724693745970344,0.6666921858919272,2001,Veterans,NA,NA,NA,Y,Player,NA,1936,9,5,USA,WV,Wheeling,NA,NA,NA,NA,NA,NA,Bill,Mazeroski,William Stanley,183,71,R,R,1956-07-07,1972-10-04,mazeb101,mazerbi01,NA,1936-09-05,Bill Mazeroski
mccarto01,44,5120,1884,1896,1493,586,5706,1922,0.3643533123028391,0.375390625,0.7397439373028392,1946,Old Timers,NA,NA,NA,Y,Player,NA,1863,7,24,USA,MA,Boston,1922,8,5,USA,MA,Boston,Tommy,McCarthy,Thomas Francis Michael,170,67,R,R,1884-07-10,1896-09-26,mccat103,mccarto01,1922-08-05,1863-07-24,Tommy McCarthy
mccovwi01,521,8197,1959,1980,2211,1414,9681,4219,0.37444478876149156,0.5147005001829937,0.8891452889444853,1986,BBWAA,425,319,346,Y,Player,NA,1938,1,10,USA,AL,Mobile,2018,10,31,USA,CA,Palo Alto,Willie,McCovey,Willie Lee,198,76,L,L,1959-07-30,1980-07-06,mccow101,mccovwi01,2018-10-31,1938-01-10,Willie McCovey
mcphebi01,53,8304,1882,1899,2258,1069,9373,3098,0.3549557238877627,0.3730732177263969,0.7280289416141597,2000,Veterans,NA,NA,NA,Y,Player,NA,1859,11,1,USA,NY,Massena,1943,1,3,USA,CA,San Diego,Bid,McPhee,John Alexander,152,68,R,R,1882-05-02,1899-10-15,mcphb101,mcphebi01,1943-01-03,1859-11-01,Bid McPhee
medwijo01,205,7635,1932,1948,2471,463,8098,3852,0.36231168189676466,0.5045186640471513,0.866830345943916,1968,BBWAA,283,213,240,Y,Player,NA,1911,11,24,USA,NJ,Carteret,1975,3,21,USA,FL,St. Petersburg,Joe,Medwick,Joseph Michael,187,70,R,R,1932-09-02,1948-07-25,medwj101,medwijo01,1975-03-21,1911-11-24,Joe Medwick
minosmi01,186,6579,1949,1980,1963,1006,7642,3023,0.3885108610311437,0.4594923240614075,0.8480031850925511,2022,Veterans,NA,NA,NA,Y,Player,NA,1923,11,29,Cuba,Matanzas,Perico,2015,3,1,USA,IL,Chicago,Minnie,Minoso,Saturnino Orestes Armas,175,70,R,R,1949-04-19,1980-10-05,minom101,minosmi01,2015-03-01,1923-11-29,Minnie Minoso
mizejo01,359,6443,1936,1953,2011,908,7351,3621,0.3970888314515032,0.5620052770448549,0.9590941084963581,1981,Veterans,NA,NA,NA,Y,Player,NA,1913,1,7,USA,GA,Demorest,1993,6,2,USA,GA,Demorest,Johnny,Mize,John Robert,215,74,L,R,1936-04-16,1953-09-26,mizej101,mizejo01,1993-06-02,1913-01-07,Johnny Mize
molitpa01,234,10835,1978,1998,3319,1141,12085,4854,0.3690525444766239,0.4479926165205353,0.8170451609971592,2004,BBWAA,506,380,431,Y,Player,NA,1956,8,22,USA,MN,St. Paul,NA,NA,NA,NA,NA,NA,Paul,Molitor,Paul Leo,185,72,R,R,1978-04-07,1998-09-27,molip001,molitpa01,NA,1956-08-22,Paul Molitor
morgajo02,268,9277,1963,1984,2517,1905,11278,3962,0.39209079624046816,0.42707771909022313,0.8191685153306913,1990,BBWAA,444,333,363,Y,Player,NA,1943,9,19,USA,TX,Bonham,2020,10,11,USA,CA,Danville,Joe,Morgan,Joe Leonard,160,67,L,R,1963-09-21,1984-09-30,morgj001,morgajo02,2020-10-11,1943-09-19,Joe Morgan
murraed02,504,11336,1977,1997,3255,1351,12815,5397,0.3594225516972298,0.4760938602681722,0.8355164119654019,2003,BBWAA,496,372,423,Y,Player,NA,1956,2,24,USA,CA,Los Angeles,NA,NA,NA,NA,NA,NA,Eddie,Murray,Eddie Clarence,190,74,B,R,1977-04-07,1997-09-20,murre001,murraed02,NA,1956-02-24,Eddie Murray
musiast01,475,10972,1941,1963,3630,1652,12677,6134,0.41666009308195945,0.559059423988334,0.9757195170702935,1969,BBWAA,340,255,317,Y,Player,NA,1920,11,21,USA,PA,Donora,2013,1,19,USA,MO,Ladue,Stan,Musial,Stanley Frank,175,72,L,L,1941-09-17,1963-09-29,musis101,musiast01,2013-01-19,1920-11-21,Stan Musial
olivato01,220,6301,1962,1976,1917,507,6865,3002,0.3530954115076475,0.47643231233137595,0.8295277238390235,2022,Veterans,NA,NA,NA,Y,Player,NA,1938,7,20,Cuba,Pinar del Rio,Pinar del Rio,NA,NA,NA,NA,NA,NA,Tony,Oliva,Tony Pedro,175,73,L,R,1962-09-09,1976-09-29,olivt102,olivato01,NA,1938-07-20,Tony Oliva
orourji01,62,8503,1872,1904,2639,549,9052,3591,0.3521873619089704,0.4223215335763848,0.7745088954853552,1945,Old Timers,NA,NA,NA,Y,Player,NA,1850,9,1,USA,CT,Bridgeport,1919,1,8,USA,CT,Bridgeport,Jim,O'Rourke,James Henry,185,68,R,R,1872-04-26,1904-09-22,orouj103,o'rouji01,1919-01-08,1850-09-01,Jim O'Rourke
ortizda01,541,8640,1997,2016,2472,1357,10089,4765,0.37952225195757755,0.5515046296296297,0.9310268815872071,2022,BBWAA,394,296,307,Y,Player,NA,1975,11,18,D.R.,Distrito Nacional,Santo Domingo,NA,NA,NA,NA,NA,NA,David,Ortiz,David Americo,230,75,L,L,1997-09-02,2016-10-02,ortid001,ortizda01,NA,1975-11-18,David Ortiz
ottme01,511,9456,1926,1947,2876,1772,11228,5041,0.4139650872817955,0.5331006768189509,0.9470657641007464,1951,BBWAA,226,170,197,Y,Player,NA,1909,3,2,USA,LA,Gretna,1958,11,21,USA,LA,New Orleans,Mel,Ott,Melvin Thomas,170,69,L,R,1926-04-27,1947-07-11,ott-m101,ottme01,1958-11-21,1909-03-02,Mel Ott
perezto01,379,9778,1964,1986,2732,968,10852,4532,0.340950976778474,0.4634894661484966,0.8044404429269707,2000,BBWAA,499,375,385,Y,Player,NA,1942,5,14,Cuba,Camaguey,Camaguey,NA,NA,NA,NA,NA,NA,Tony,Perez,Atanacio,175,74,R,R,1964-07-26,1986-10-05,peret001,perezto01,NA,1942-05-14,Tony Perez
piazzmi01,427,6911,1992,2007,2127,789,7745,3768,0.37650096836668817,0.5452177687744176,0.9217187371411057,2016,BBWAA,440,330,365,Y,Player,NA,1968,9,4,USA,PA,Norristown,NA,NA,NA,NA,NA,NA,Mike,Piazza,Michael Joseph,200,75,R,R,1992-09-01,2007-09-30,piazm001,piazzmi01,NA,1968-09-04,Mike Piazza
puckeki01,207,7244,1984,1995,2304,506,7808,3453,0.3598872950819672,0.47667034787410273,0.8365576429560699,2001,BBWAA,515,387,423,Y,Player,NA,1960,3,14,USA,IL,Chicago,2006,3,6,USA,AZ,Phoenix,Kirby,Puckett,Kirby,178,68,R,R,1984-05-08,1995-09-28,puckk001,puckeki01,2006-03-06,1960-03-14,Kirby Puckett
raineti01,170,8872,1979,2002,2605,1372,10320,3771,0.38536821705426355,0.4250450856627592,0.8104133027170228,2017,BBWAA,442,332,380,Y,Player,NA,1959,9,16,USA,FL,Sanford,NA,NA,NA,NA,NA,NA,Tim,Raines,Timothy,160,68,B,R,1979-09-11,2002-09-29,raint001,raineti01,NA,1959-09-16,Tim Raines
reesepe01,126,8058,1940,1958,2170,1236,9313,3038,0.3657253301836143,0.37701662943658476,0.7427419596201991,1984,Veterans,NA,NA,NA,Y,Player,NA,1918,7,23,USA,KY,Ekron,1999,8,14,USA,KY,Louisville,Pee Wee,Reese,Harold Henry,160,70,R,R,1940-04-23,1958-09-26,reesp101,reesepe01,1999-08-14,1918-07-23,Pee Wee Reese
riceji01,382,8225,1974,1989,2452,734,9053,4129,0.3519275378327626,0.5020060790273556,0.8539336168601181,2009,BBWAA,539,405,412,Y,Player,NA,1953,3,8,USA,SC,Anderson,NA,NA,NA,NA,NA,NA,Jim,Rice,James Edward,200,74,R,R,1974-08-19,1989-08-03,ricej001,riceji01,NA,1953-03-08,Jim Rice
ricesa01,34,9269,1915,1934,2987,764,10033,3955,0.3738662414033689,0.42669112094077033,0.8005573623441392,1963,Veterans,NA,NA,NA,Y,Player,NA,1890,2,20,USA,IN,Morocco,1974,10,13,USA,MD,Rossmoor,Sam,Rice,Edgar Charles,150,69,L,R,1915-08-07,1934-09-18,rices101,ricesa01,1974-10-13,1890-02-20,Sam Rice
ripkeca01,431,11551,1981,2001,3184,1195,12873,5168,0.34016934669463217,0.44740715089602634,0.7875764975906585,2007,BBWAA,545,409,537,Y,Player,NA,1960,8,24,USA,MD,Havre de Grace,NA,NA,NA,NA,NA,NA,Cal,Ripken,Calvin Edwin,200,76,R,R,1981-08-10,2001-10-06,ripkc001,ripkeca01,NA,1960-08-24,Cal Ripken
rizzuph01,38,5816,1941,1956,1588,700,6518,2065,0.3510279226756674,0.35505502063273725,0.7060829433084046,1994,Veterans,NA,NA,NA,Y,Player,NA,1917,9,25,USA,NY,Brooklyn,2007,8,13,USA,NJ,West Orange,Phil,Rizzuto,Philip Francis,150,66,R,R,1941-04-14,1956-08-16,rizzp101,rizzuph01,2007-08-13,1917-09-25,Phil Rizzuto
robinbr01,268,10654,1955,1977,2848,913,11681,4270,0.3219758582313158,0.4007884362680683,0.7227642944993842,1983,BBWAA,374,281,344,Y,Player,NA,1937,5,18,USA,AR,Little Rock,NA,NA,NA,NA,NA,NA,Brooks,Robinson,Brooks Calbert,180,73,R,R,1955-09-17,1977-08-13,robib104,robinbr01,NA,1937-05-18,Brooks Robinson
robinfr02,586,10006,1956,1976,2943,1618,11726,5373,0.3889646938427426,0.5369778133120128,0.9259425071547553,1982,BBWAA,415,312,370,Y,Player,NA,1935,8,31,USA,TX,Beaumont,2019,2,7,USA,CA,Los Angeles,Frank,Robinson,Frank,183,73,R,R,1956-04-17,1976-09-18,robif103,robinfr02,2019-02-07,1935-08-31,Frank Robinson
robinja02,137,4877,1947,1956,1518,812,5698,2310,0.4089154089154089,0.47365183514455605,0.882567244059965,1962,BBWAA,160,120,124,Y,Player,NA,1919,1,31,USA,GA,Cairo,1972,10,24,USA,CT,Stamford,Jackie,Robinson,Jack Roosevelt,195,71,R,R,1947-04-15,1956-09-30,robij103,robinja02,1972-10-24,1919-01-31,Jackie Robinson
rodriiv01,311,9592,1991,2011,2844,571,10239,4451,0.3335286649086825,0.4640325271059216,0.7975611920146041,2017,BBWAA,442,332,336,Y,Player,NA,1971,11,27,P.R.,NA,Manati,NA,NA,NA,NA,NA,NA,Ivan,Rodriguez,Ivan,205,69,R,R,1991-06-20,2011-09-28,rodri001,rodriiv01,NA,1971-11-27,Ivan Rodriguez
roushed01,68,7363,1913,1931,2376,537,7900,3283,0.36873417721518986,0.445878038842863,0.8146122160580529,1962,Veterans,NA,NA,NA,Y,Player,NA,1893,5,8,USA,IN,Oakland City,1988,3,21,USA,FL,Bradenton,Edd,Roush,Edd J.,170,71,L,L,1913-08-20,1931-09-27,rouse101,roushed01,1988-03-21,1893-05-08,Edd Roush
ruthba01,714,8398,1914,1935,2873,2105,10503,5793,0.4739598210035228,0.6898070969278399,1.1637669179313628,1936,BBWAA,226,170,215,Y,Player,NA,1895,2,6,USA,MD,Baltimore,1948,8,16,USA,NY,New York,Babe,Ruth,George Herman,215,74,L,L,1914-07-11,1935-05-30,ruthb101,ruthba01,1948-08-16,1895-02-06,Babe Ruth
sandbry01,282,8385,1981,1997,2386,795,9251,3787,0.34385471840882065,0.45163983303518185,0.7954945514440025,2005,BBWAA,516,387,393,Y,Player,NA,1959,9,18,USA,WA,Spokane,NA,NA,NA,NA,NA,NA,Ryne,Sandberg,Ryne Dee,175,73,R,R,1981-09-02,1997-09-28,sandr001,sandbry01,NA,1959-09-18,Ryne Sandberg
santoro01,342,8143,1960,1974,2254,1146,9383,3779,0.3623574549717574,0.46407957755127105,0.8264370325230285,2012,Veterans,NA,NA,NA,Y,Player,NA,1940,2,25,USA,WA,Seattle,2010,12,2,USA,AZ,Scottsdale,Ron,Santo,Ronald Edward,190,72,R,R,1960-06-26,1974-09-29,santr102,santoro01,2010-12-02,1940-02-25,Ron Santo
schalra01,11,5306,1912,1929,1345,697,6003,1675,0.3401632517074796,0.3156803618545043,0.6558436135619838,1955,Veterans,NA,NA,NA,Y,Player,NA,1892,8,12,USA,IL,Harvel,1970,5,19,USA,IL,Chicago,Ray,Schalk,Ray William,165,69,R,R,1912-08-11,1929-09-15,schar103,schalra01,1970-05-19,1892-08-12,Ray Schalk
schmimi01,548,8352,1972,1989,2234,1586,10046,4404,0.38025084610790366,0.5272988505747126,0.9075496966826162,1995,BBWAA,460,345,444,Y,Player,NA,1949,9,27,USA,OH,Dayton,NA,NA,NA,NA,NA,NA,Mike,Schmidt,Michael Jack,195,74,R,R,1972-09-12,1989-05-28,schmm001,schmimi01,NA,1949-09-27,Mike Schmidt
schoere01,84,8479,1945,1963,2449,627,9125,3284,0.3370958904109589,0.38730982427173016,0.724405714682689,1989,Veterans,NA,NA,NA,Y,Player,NA,1923,2,2,USA,IL,Germantown,2018,6,6,USA,MO,Town and Country,Red,Schoendienst,Albert Fred,170,72,B,R,1945-04-17,1963-07-07,schor101,schoere01,2018-06-06,1923-02-02,Red Schoendienst
seweljo01,49,7132,1920,1933,2226,922,8054,2945,0.39086168363546064,0.4129276500280426,0.8037893336635032,1977,Veterans,NA,NA,NA,Y,Player,NA,1898,10,9,USA,AL,Titus,1990,3,6,USA,AL,Mobile,Joe,Sewell,Joseph Wheeler,155,66,L,R,1920-09-10,1933-09-24,sewej101,seweljo01,1990-03-06,1898-10-09,Joe Sewell
simmoal01,307,8759,1924,1944,2927,645,9404,4685,0.3798383666524883,0.534878410777486,0.9147167774299743,1953,BBWAA,264,198,199,Y,Player,NA,1902,5,22,USA,WI,Milwaukee,1956,5,26,USA,WI,Milwaukee,Al,Simmons,Aloysius Harry,190,71,R,R,1924-04-15,1944-07-01,simma101,simmoal01,1956-05-26,1902-05-22,Al Simmons
simmote01,248,8680,1968,1988,2472,894,9674,3793,0.347942939838743,0.4369815668202765,0.7849245066590196,2020,Veterans,NA,NA,NA,Y,Player,NA,1949,8,9,USA,MI,Highland Park,NA,NA,NA,NA,NA,NA,Ted,Simmons,Ted Lyle,193,71,B,R,1968-09-21,1988-10-02,simmt001,simmote01,NA,1949-08-09,Ted Simmons
sislege01,102,8267,1915,1930,2812,520,8787,3871,0.37919654034368955,0.46824724809483487,0.8474437884385244,1939,BBWAA,274,206,235,Y,Player,NA,1893,3,24,USA,OH,Manchester,1973,3,26,USA,MO,Richmond Heights,George,Sisler,George Harold,170,71,L,L,1915-06-28,1930-09-22,sislg101,sislege01,1973-03-26,1893-03-24,George Sisler
slaugen01,169,7946,1938,1959,2383,1055,9011,3599,0.3815336810564865,0.4529322929775988,0.8344659740340853,1985,Veterans,NA,NA,NA,Y,Player,NA,1916,4,27,USA,NC,Roxboro,2002,8,12,USA,NC,Durham,Enos,Slaughter,Enos Bradsher,180,69,L,R,1938-04-19,1959-09-29,slaue101,slaugen01,2002-08-12,1916-04-27,Enos Slaughter
smithoz01,28,9396,1978,1996,2460,1105,10564,3084,0.33746686861037484,0.3282247765006386,0.6656916451110134,2002,BBWAA,472,354,433,Y,Player,NA,1954,12,26,USA,AL,Mobile,NA,NA,NA,NA,NA,NA,Ozzie,Smith,Osborne Earl,150,71,B,R,1978-04-07,1996-09-29,smito001,smithoz01,NA,1954-12-26,Ozzie Smith
snidedu01,407,7161,1947,1964,2116,992,8185,3865,0.37971899816737936,0.5397290881161849,0.9194480862835643,1980,BBWAA,385,289,333,Y,Player,NA,1926,9,19,USA,CA,Los Angeles,2011,2,27,USA,CA,Escondido,Duke,Snider,Edwin Donald,179,72,L,R,1947-04-17,1964-10-03,snidd101,snidedu01,2011-02-27,1926-09-19,Duke Snider
speaktr01,117,10195,1907,1928,3514,1484,11679,5101,0.4279475982532751,0.5003433055419323,0.9282909037952074,1937,BBWAA,201,151,165,Y,Player,NA,1888,4,4,USA,TX,Hubbard,1958,12,8,USA,TX,Lake Whitney,Tris,Speaker,Tristram Edgar,193,71,L,L,1907-09-12,1928-08-30,speat101,speaktr01,1958-12-08,1888-04-04,Tris Speaker
stargwi01,475,7927,1962,1982,2232,1015,9017,4190,0.3600975934346235,0.5285732307304151,0.8886708241650385,1988,BBWAA,427,321,352,Y,Player,NA,1940,3,6,USA,OK,Earlsboro,2001,4,9,USA,NC,Wilmington,Willie,Stargell,Wilver Dornel,188,74,L,L,1962-09-16,1982-10-03,starw101,stargwi01,2001-04-09,1940-03-06,Willie Stargell
terrybi01,154,6428,1923,1936,2193,546,6974,3252,0.39274447949526814,0.5059116365899191,0.8986561160851873,1954,BBWAA,252,189,195,Y,Player,NA,1898,10,30,USA,GA,Atlanta,1989,1,9,USA,FL,Jacksonville,Bill,Terry,William Harold,200,73,L,L,1923-09-24,1936-09-22,terrb101,terrybi01,1989-01-09,1898-10-30,Bill Terry
